,team,rival,win,tie,loss,difference,total,metric
2371,DR Congo,Romania,0,2,0,0,2,0.0
2372,DR Congo,Rwanda,2,0,3,-1,5,-0.2
2373,Saudi Arabia,DR Congo,0,0,1,-1,1,-1.0
2374,DR Congo,Scotland,0,0,1,-1,1,-1.0
2375,DR Congo,Senegal,5,4,2,3,11,0.2727272727272730
2376,Seychelles,DR Congo,1,0,1,0,2,0.0
2377,DR Congo,Sierra Leone,2,0,0,2,2,1.0
2378,DR Congo,South Africa,3,1,2,1,6,0.16666666666666700
2379,Sudan,DR Congo,5,2,1,4,8,0.5
2380,DR Congo,Tanzania,5,3,4,1,12,0.08333333333333330
2381,DR Congo,Togo,7,3,4,3,14,0.21428571428571400
2382,Tunisia,DR Congo,7,4,1,6,12,0.5
2383,DR Congo,Uganda,5,1,6,-1,12,-0.08333333333333330
2384,DR Congo,Zambia,13,10,6,7,29,0.2413793103448280
2385,DR Congo,Zimbabwe,4,0,1,3,5,0.6
2386,Artsakh,Darfur,0,0,1,-1,1,-1.0
2387,Padania,Darfur,0,0,1,-1,1,-1.0
2388,Provence,Darfur,0,0,1,-1,1,-1.0
2389,South Ossetia,Darfur,0,0,1,-1,1,-1.0
2390,Denmark,Basque Country,0,0,1,-1,1,-1.0
2391,Denmark,Canada,1,0,0,1,1,1.0
2392,Denmark,Chile,0,1,1,-1,2,-0.5
2393,Denmark,Curaçao,2,0,0,2,2,1.0
2394,Denmark,United Kingdom,7,4,8,-1,19,-0.05263157894736840
2395,Faroe Islands,Denmark,1,0,2,-1,3,-0.3333333333333330
2396,Denmark,Finland,32,9,16,16,57,0.2807017543859650
2397,Denmark,France,10,2,2,8,14,0.5714285714285710
2398,Denmark,Georgia,3,2,0,3,5,0.6
2399,German DR,Denmark,3,2,1,2,6,0.3333333333333330
2400,Germany,Denmark,15,4,8,7,27,0.25925925925925900
2401,Denmark,Ghana,1,0,0,1,1,1.0
2402,Denmark,Greece,7,4,4,3,15,0.2
2403,Hungary,Denmark,8,4,3,5,15,0.3333333333333330
2404,Denmark,Iceland,10,3,8,2,21,0.09523809523809520
2405,Denmark,Indonesia,1,0,0,1,1,1.0
2406,Iran,Denmark,0,1,0,0,1,0.0
2407,Denmark,Israel,4,0,4,0,8,0.0
2408,Italy,Denmark,6,2,4,2,12,0.16666666666666700
2409,Denmark,Japan,1,0,1,0,2,0.0
2410,Kazakhstan,Denmark,2,0,2,0,4,0.0
2411,Denmark,Latvia,2,1,1,1,4,0.25
2412,Denmark,Liechtenstein,2,0,1,1,3,0.3333333333333330
2413,Denmark,Lithuania,1,1,0,1,2,0.5
2414,Denmark,Luxembourg,6,2,3,3,11,0.2727272727272730
2415,Denmark,Malta,5,0,5,0,10,0.0
2416,Denmark,Mexico,3,2,0,3,5,0.6
2417,Montenegro,Denmark,1,0,2,-1,3,-0.3333333333333330
2418,Netherlands,Denmark,15,10,5,10,30,0.3333333333333330
2419,Denmark,North Macedonia,2,1,0,2,3,0.6666666666666670
2420,Denmark,Northern Ireland,5,5,1,4,11,0.36363636363636400
2421,Norway,Denmark,42,12,31,11,85,0.12941176470588200
2422,Denmark,Panama,1,0,0,1,1,1.0
2423,Denmark,Paraguay,0,1,0,0,1,0.0
2424,Poland,Denmark,14,1,4,10,19,0.5263157894736840
2425,Denmark,Portugal,7,2,6,1,15,0.06666666666666670
2426,Republic of Ireland,Denmark,5,9,4,1,18,0.05555555555555560
2427,Denmark,Romania,6,4,1,5,11,0.45454545454545500
2428,Denmark,Russia,5,1,5,0,11,0.0
2429,Denmark,Scotland,9,0,7,2,16,0.125
2430,Denmark,Senegal,1,1,1,0,3,0.0
2431,Denmark,Serbia,1,0,1,0,2,0.0
2432,Denmark,Slovakia,1,0,2,-1,3,-0.3333333333333330
2433,Denmark,Slovenia,2,0,2,0,4,0.0
2434,Denmark,South Africa,1,2,0,1,3,0.3333333333333330
2435,South Korea,Denmark,0,1,0,0,1,0.0
2436,Denmark,Spain,7,3,6,1,16,0.0625
2437,Denmark,Sweden,49,20,37,12,106,0.11320754716981100
2438,Denmark,Switzerland,5,6,1,4,12,0.3333333333333330
2439,Tunisia,Denmark,1,0,0,1,1,1.0
2440,Denmark,Turkey,2,5,2,0,9,0.0
2441,Ukraine,Denmark,2,1,0,2,3,0.6666666666666670
2442,Denmark,United States,2,1,0,2,3,0.6666666666666670
2443,Uruguay,Denmark,1,0,1,0,2,0.0
2444,Denmark,Wales,6,0,4,2,10,0.2
2445,Denmark,Yugoslavia,3,0,4,-1,7,-0.14285714285714300
2446,Comoros,Djibouti,0,0,1,-1,1,-1.0
2447,Eritrea,Djibouti,0,0,1,-1,1,-1.0
2448,Eswatini,Djibouti,1,0,1,0,2,0.0
2449,Djibouti,Ethiopia,10,1,10,0,21,0.0
2450,Djibouti,Gambia,0,2,0,0,2,0.0
2451,Liberia,Djibouti,1,0,1,0,2,0.0
2452,Djibouti,Malawi,2,0,2,0,4,0.0
2453,Djibouti,Namibia,1,0,1,0,2,0.0
2454,Djibouti,Rwanda,2,0,1,1,3,0.3333333333333330
2455,Djibouti,Somalia,2,1,2,0,5,0.0
2456,Djibouti,South Sudan,3,0,0,3,3,1.0
2457,Sudan,Djibouti,0,1,2,-2,3,-0.6666666666666670
2458,Togo,Djibouti,0,0,1,-1,1,-1.0
2459,Tunisia,Djibouti,1,0,1,0,2,0.0
2460,Uganda,Djibouti,3,0,1,2,4,0.5
2461,Djibouti,Yemen DPR,1,0,0,1,1,1.0
2462,Djibouti,Zambia,1,0,1,0,2,0.0
2463,Zimbabwe,Djibouti,1,0,1,0,2,0.0
2464,Anguilla,Dominica,1,0,0,1,1,1.0
2465,Aruba,Dominica,1,0,0,1,1,1.0
2466,Cayman Islands,Dominica,1,0,0,1,1,1.0
2467,Dominica,French Guiana,0,1,1,-1,2,-0.5
2468,Grenada,Dominica,5,5,8,-3,18,-0.16666666666666700
2469,Guadeloupe,Dominica,7,5,3,4,15,0.26666666666666700
2470,Haiti,Dominica,1,0,1,0,2,0.0
2471,Jamaica,Dominica,0,1,0,0,1,0.0
2472,Martinique,Dominica,6,1,4,2,11,0.18181818181818200
2473,Dominica,Mexico,1,0,1,0,2,0.0
2474,Dominica,Nicaragua,2,0,2,0,4,0.0
2475,Panama,Dominica,1,0,1,0,2,0.0
2476,Dominica,Saint Kitts and Nevis,2,0,3,-1,5,-0.2
2477,Dominica,Saint Lucia,17,6,10,7,33,0.21212121212121200
2478,Saint Martin,Dominica,0,1,1,-1,2,-0.5
2479,Saint Vincent and the Grenadines,Dominica,7,8,7,0,22,0.0
2480,Sint Maarten,Dominica,2,0,1,1,3,0.3333333333333330
2481,Suriname,Dominica,0,1,5,-5,6,-0.8333333333333330
2482,Dominica,United States Virgin Islands,1,0,0,1,1,1.0
2483,Dominican Republic,Anguilla,3,1,0,3,4,0.75
2484,Dominican Republic,Belize,0,0,1,-1,1,-1.0
2485,Dominican Republic,Costa Rica,0,0,1,-1,1,-1.0
2486,Dominican Republic,Dominica,1,0,1,0,2,0.0
2487,Dominican Republic,El Salvador,3,0,1,2,4,0.5
2488,Dominican Republic,French Guiana,1,0,0,1,1,1.0
2489,Dominican Republic,Guadeloupe,0,0,2,-2,2,-1.0
2490,Dominican Republic,Guatemala,0,1,0,0,1,0.0
2491,Dominican Republic,Haiti,7,2,5,2,14,0.14285714285714300
2492,Dominican Republic,Martinique,1,1,2,-1,4,-0.25
2493,Dominican Republic,Montserrat,2,1,1,1,4,0.25
2494,Dominican Republic,Nicaragua,1,0,1,0,2,0.0
2495,Dominican Republic,Panama,1,1,3,-2,5,-0.4
2496,Dominican Republic,Puerto Rico,5,1,3,2,9,0.2222222222222220
2497,Dominican Republic,Saint Kitts and Nevis,2,1,0,2,3,0.6666666666666670
2498,Dominican Republic,Saint Lucia,1,1,1,0,3,0.0
2499,Dominican Republic,Suriname,0,1,1,-1,2,-0.5
2500,Dominican Republic,Trinidad and Tobago,7,0,4,3,11,0.2727272727272730
2501,Turks and Caicos Islands,Dominican Republic,1,0,0,1,1,1.0
2502,Dominican Republic,United States Virgin Islands,2,0,1,1,3,0.3333333333333330
2503,Hong Kong,East Timor,1,0,1,0,2,0.0
2504,East Timor,Laos,6,0,1,5,7,0.7142857142857140
2505,East Timor,Malaysia,4,0,1,3,5,0.6
2506,East Timor,Mongolia,1,0,1,0,2,0.0
2507,Nepal,East Timor,2,1,0,2,3,0.6666666666666670
2508,Palestine,East Timor,1,0,1,0,2,0.0
2509,East Timor,Philippines,4,0,1,3,5,0.6
2510,Saudi Arabia,East Timor,1,0,1,0,2,0.0
2511,East Timor,Thailand,0,0,1,-1,1,-1.0
2512,East Timor,United Arab Emirates,1,0,1,0,2,0.0
2513,Armenia,Ecuador,1,0,0,1,1,1.0
2514,Belarus,Ecuador,0,1,0,0,1,0.0
2515,Croatia,Ecuador,1,0,0,1,1,1.0
2516,Cuba,Ecuador,0,1,1,-1,2,-0.5
2517,El Salvador,Ecuador,3,1,3,0,7,0.0
2518,United Kingdom,Ecuador,1,1,1,0,3,0.0
2519,Estonia,Ecuador,2,0,0,2,2,1.0
2520,Finland,Ecuador,1,0,0,1,1,1.0
2521,France,Ecuador,1,1,0,1,2,0.5
2522,German DR,Ecuador,1,1,1,0,3,0.0
2523,Germany,Ecuador,1,0,1,0,2,0.0
2524,Greece,Ecuador,0,1,0,0,1,0.0
2525,Guatemala,Ecuador,5,2,0,5,7,0.7142857142857140
2526,Haiti,Ecuador,3,0,2,1,5,0.2
2527,Honduras,Ecuador,5,7,3,2,15,0.13333333333333300
2528,Iran,Ecuador,0,2,1,-1,3,-0.3333333333333330
2529,Italy,Ecuador,1,1,0,1,2,0.5
2530,Jamaica,Ecuador,3,1,0,3,4,0.75
2531,Japan,Ecuador,2,1,0,2,3,0.6666666666666670
2532,Jordan,Ecuador,0,0,1,-1,1,-1.0
2533,Mexico,Ecuador,13,5,4,9,22,0.4090909090909090
2534,Panama,Ecuador,4,2,1,3,7,0.42857142857142900
2535,Paraguay,Ecuador,23,5,9,14,37,0.3783783783783780
2536,Peru,Ecuador,19,12,16,3,47,0.06382978723404260
2537,Poland,Ecuador,0,1,2,-2,3,-0.6666666666666670
2538,Portugal,Ecuador,0,0,2,-2,2,-1.0
2539,Republic of Ireland,Ecuador,0,1,1,-1,2,-0.5
2540,Romania,Ecuador,1,0,0,1,1,1.0
2541,Scotland,Ecuador,0,0,1,-1,1,-1.0
2542,Senegal,Ecuador,0,0,2,-2,2,-1.0
2543,Serbia,Ecuador,1,0,0,1,1,1.0
2544,South Africa,Ecuador,0,1,0,0,1,0.0
2545,South Korea,Ecuador,2,0,0,2,2,1.0
2546,Spain,Ecuador,1,0,1,0,2,0.0
2547,Sweden,Ecuador,1,1,0,1,2,0.5
2548,Trinidad and Tobago,Ecuador,1,0,0,1,1,1.0
2549,Uganda,Ecuador,0,0,1,-1,1,-1.0
2550,United States,Ecuador,5,4,4,1,13,0.07692307692307690
2551,Uruguay,Ecuador,20,10,16,4,46,0.08695652173913040
2552,Venezuela,Ecuador,19,4,4,15,27,0.5555555555555560
2553,Zambia,Ecuador,2,0,0,2,2,1.0
2554,Egypt,Argentina,0,0,1,-1,1,-1.0
2555,Egypt,Belarus,1,0,0,1,1,1.0
2556,Egypt,Canada,2,0,0,2,2,1.0
2557,Egypt,Denmark,0,1,1,-1,2,-0.5
2558,Egypt,Djibouti,1,0,0,1,1,1.0
2559,Egypt,United Kingdom,2,0,1,1,3,0.3333333333333330
2560,Egypt,Equatorial Guinea,1,0,0,1,1,1.0
2561,Estonia,Egypt,0,2,0,0,2,0.0
2562,Egypt,Eswatini,2,0,1,1,3,0.3333333333333330
2563,Egypt,Ethiopia,11,2,2,9,15,0.6
2564,Egypt,Finland,2,0,0,2,2,1.0
2565,Egypt,Gabon,2,0,0,2,2,1.0
2566,German DR,Egypt,3,1,4,-1,8,-0.125
2567,Egypt,Germany,1,0,0,1,1,1.0
2568,Egypt,Ghana,11,6,5,6,22,0.2727272727272730
2569,Egypt,Greece,5,1,1,4,7,0.5714285714285710
2570,Egypt,Guinea,3,3,2,1,8,0.125
2571,Egypt,Hungary,1,1,4,-3,6,-0.5
2572,Egypt,Indonesia,1,1,1,0,3,0.0
2573,Egypt,Iraq,3,4,1,2,8,0.25
2574,Egypt,Israel,1,0,1,0,2,0.0
2575,Italy,Egypt,2,0,1,1,3,0.3333333333333330
2576,Egypt,Ivory Coast,11,6,5,6,22,0.2727272727272730
2577,Egypt,Jordan,0,0,2,-2,2,-1.0
2578,Egypt,Kenya,9,3,2,7,14,0.5
2579,Egypt,Kuwait,2,7,3,-1,12,-0.08333333333333330
2580,Egypt,Laos,1,0,0,1,1,1.0
2581,Egypt,Lebanon,1,1,1,0,3,0.0
2582,Egypt,Liberia,4,0,0,4,4,1.0
2583,Egypt,Libya,10,2,3,7,15,0.4666666666666670
2584,Egypt,Lithuania,1,0,0,1,1,1.0
2585,Egypt,Madagascar,3,0,0,3,3,1.0
2586,Egypt,Malawi,4,2,0,4,6,0.6666666666666670
2587,Egypt,Mali,5,2,3,2,10,0.2
2588,Egypt,Malta,2,0,0,2,2,1.0
2589,Egypt,Mauritania,2,1,0,2,3,0.6666666666666670
2590,Egypt,Mauritius,4,0,1,3,5,0.6
2591,Egypt,Mexico,1,1,2,-1,4,-0.25
2592,Egypt,Morocco,7,10,4,3,21,0.14285714285714300
2593,Egypt,Mozambique,4,0,1,3,5,0.6
2594,Egypt,Namibia,3,1,2,1,6,0.16666666666666700
2595,New Zealand,Egypt,1,1,0,1,2,0.5
2596,Egypt,Niger,4,1,0,4,5,0.8
2597,Egypt,Nigeria,9,7,2,7,18,0.3888888888888890
2598,Egypt,North Korea,1,1,0,1,2,0.5
2599,North Vietnam,Egypt,1,0,0,1,1,1.0
2600,Norway,Egypt,1,3,2,-1,6,-0.16666666666666700
2601,Egypt,Palestine,1,0,0,1,1,1.0
2602,Egypt,Poland,1,1,0,1,2,0.5
2603,Egypt,Portugal,2,0,1,1,3,0.3333333333333330
2604,Egypt,Qatar,3,1,3,0,7,0.0
2605,Egypt,Romania,3,2,2,1,7,0.14285714285714300
2606,Egypt,Rwanda,2,0,1,1,3,0.3333333333333330
2607,Saudi Arabia,Egypt,3,2,2,1,7,0.14285714285714300
2608,Egypt,Senegal,7,1,3,4,11,0.36363636363636400
2609,Egypt,Serbia,0,1,0,0,1,0.0
2610,Egypt,Sierra Leone,1,1,0,1,2,0.5
2611,Egypt,Slovakia,1,0,0,1,1,1.0
2612,Egypt,South Africa,7,1,4,3,12,0.25
2613,South Korea,Egypt,2,7,7,-5,16,-0.3125
2614,Egypt,Sudan,8,2,4,4,14,0.2857142857142860
2615,Egypt,Sweden,3,0,0,3,3,1.0
2616,Egypt,Switzerland,0,0,1,-1,1,-1.0
2617,Egypt,Syria,1,2,2,-1,5,-0.2
2618,Egypt,Tanzania,7,0,2,5,9,0.5555555555555560
2619,Egypt,Thailand,0,2,0,0,2,0.0
2620,Egypt,Togo,6,1,1,5,8,0.625
2621,Egypt,Trinidad and Tobago,1,0,0,1,1,1.0
2622,Tunisia,Egypt,15,6,5,10,26,0.38461538461538500
2623,Egypt,Turkey,1,0,2,-1,3,-0.3333333333333330
2624,Egypt,Uganda,17,1,0,17,18,0.9444444444444440
2625,Egypt,United Arab Emirates,2,3,4,-2,9,-0.2222222222222220
2626,Egypt,United States,1,0,1,0,2,0.0
2627,Uruguay,Egypt,0,0,2,-2,2,-1.0
2628,Egypt,Yemen DPR,2,0,0,2,2,1.0
2629,Egypt,Yugoslavia,1,0,2,-1,3,-0.3333333333333330
2630,Egypt,Zambia,10,3,6,4,19,0.21052631578947400
2631,Egypt,Zimbabwe,6,4,3,3,13,0.23076923076923100
2632,El Salvador,Armenia,0,0,1,-1,1,-1.0
2633,El Salvador,Aruba,1,0,0,1,1,1.0
2634,El Salvador,Barbados,1,0,0,1,1,1.0
2635,El Salvador,Chile,0,0,1,-1,1,-1.0
2636,El Salvador,China PR,0,1,0,0,1,0.0
2637,Estonia,El Salvador,0,0,1,-1,1,-1.0
2638,El Salvador,Guatemala,27,22,19,8,68,0.11764705882352900
2639,El Salvador,Guyana,0,1,1,-1,2,-0.5
2640,El Salvador,Haiti,10,8,6,4,24,0.16666666666666700
2641,El Salvador,Honduras,35,20,16,19,71,0.2676056338028170
2642,Hungary,El Salvador,1,1,1,0,3,0.0
2643,El Salvador,Ivory Coast,0,0,1,-1,1,-1.0
2644,Jamaica,El Salvador,9,8,6,3,23,0.13043478260869600
2645,El Salvador,Martinique,1,0,0,1,1,1.0
2646,El Salvador,Mexico,13,1,17,-4,31,-0.12903225806451600
2647,El Salvador,Moldova,1,0,0,1,1,1.0
2648,New Zealand,El Salvador,0,1,0,0,1,0.0
2649,El Salvador,Nicaragua,15,1,3,12,19,0.631578947368421
2650,El Salvador,Panama,23,11,6,17,40,0.425
2651,El Salvador,Paraguay,1,0,2,-1,3,-0.3333333333333330
2652,El Salvador,Peru,2,0,3,-1,5,-0.2
2653,El Salvador,Puerto Rico,1,0,1,0,2,0.0
2654,El Salvador,Russia,0,0,5,-5,5,-1.0
2655,El Salvador,Saint Lucia,1,0,1,0,2,0.0
2656,El Salvador,Serbia,0,0,1,-1,1,-1.0
2657,El Salvador,Spain,0,0,1,-1,1,-1.0
2658,El Salvador,Suriname,7,0,2,5,9,0.5555555555555560
2659,El Salvador,Trinidad and Tobago,5,4,2,3,11,0.2727272727272730
2660,El Salvador,United States,15,5,3,12,23,0.5217391304347830
2661,Venezuela,El Salvador,3,0,1,2,4,0.5
2662,Ellan Vannin,Artsakh,1,0,0,1,1,1.0
2663,Ellan Vannin,Cascadia,1,0,0,1,1,1.0
2664,Felvidék,Ellan Vannin,1,1,0,1,2,0.5
2665,Ellan Vannin,Iraqi Kurdistan,0,1,0,0,1,0.0
2666,Ellan Vannin,Székely Land,0,0,1,-1,1,-1.0
2667,Tamil Eelam,Ellan Vannin,1,0,0,1,1,1.0
2668,Algeria,United Kingdom,0,1,0,0,1,0.0
2669,Estonia,United Kingdom,2,0,2,0,4,0.0
2670,United Kingdom,Finland,3,2,6,-3,11,-0.2727272727272730
2671,France,United Kingdom,16,6,11,5,33,0.15151515151515200
2672,Georgia,United Kingdom,1,0,1,0,2,0.0
2673,German DR,United Kingdom,2,1,1,1,4,0.25
2674,Germany,United Kingdom,12,6,13,-1,31,-0.03225806451612900
2675,Ghana,United Kingdom,0,1,0,0,1,0.0
2676,Greece,United Kingdom,3,2,4,-1,9,-0.1111111111111110
2677,Hungary,United Kingdom,12,2,8,4,22,0.18181818181818200
2678,Iceland,United Kingdom,1,1,1,0,3,0.0
2679,Israel,United Kingdom,1,2,1,0,4,0.0
2680,Italy,United Kingdom,11,9,7,4,27,0.14814814814814800
2681,Jamaica,United Kingdom,1,0,0,1,1,1.0
2682,Japan,United Kingdom,1,1,1,0,3,0.0
2683,Kazakhstan,United Kingdom,1,0,1,0,2,0.0
2684,United Kingdom,Kosovo,1,0,0,1,1,1.0
2685,Kuwait,United Kingdom,1,0,0,1,1,1.0
2686,Liechtenstein,United Kingdom,1,0,1,0,2,0.0
2687,Lithuania,United Kingdom,2,0,2,0,4,0.0
2688,Luxembourg,United Kingdom,4,0,5,-1,9,-0.1111111111111110
2689,Malta,United Kingdom,2,0,3,-1,5,-0.2
2690,United Kingdom,Mexico,7,1,2,5,10,0.5
2691,United Kingdom,Moldova,2,0,2,0,4,0.0
2692,Montenegro,United Kingdom,1,3,1,0,5,0.0
2693,Morocco,United Kingdom,0,1,1,-1,2,-0.5
2694,Netherlands,United Kingdom,4,9,9,-5,22,-0.22727272727272700
2695,Nigeria,United Kingdom,2,1,0,2,3,0.6666666666666670
2696,North Macedonia,United Kingdom,0,2,2,-2,4,-0.5
2697,Northern Ireland,United Kingdom,44,16,37,7,97,0.07216494845360820
2698,Norway,United Kingdom,5,3,4,1,12,0.08333333333333330
2699,Panama,United Kingdom,1,0,0,1,1,1.0
2700,Paraguay,United Kingdom,3,0,0,3,3,1.0
2701,Peru,United Kingdom,2,0,1,1,3,0.3333333333333330
2702,Poland,United Kingdom,9,7,3,6,19,0.3157894736842110
2703,Portugal,United Kingdom,10,10,3,7,23,0.30434782608695700
2704,Republic of Ireland,United Kingdom,4,8,4,0,16,0.0
2705,Romania,United Kingdom,3,6,2,1,11,0.09090909090909090
2706,Russia,United Kingdom,5,5,5,0,15,0.0
2707,San Marino,United Kingdom,3,0,3,0,6,0.0
2708,Saudi Arabia,United Kingdom,0,2,0,0,2,0.0
2709,Scotland,United Kingdom,49,25,38,11,112,0.09821428571428570
2710,United Kingdom,Serbia,1,0,0,1,1,1.0
2711,Slovakia,United Kingdom,3,1,2,1,6,0.16666666666666700
2712,United Kingdom,Slovenia,3,1,2,1,6,0.16666666666666700
2713,United Kingdom,South Africa,1,0,1,0,2,0.0
2714,Spain,United Kingdom,13,4,10,3,27,0.1111111111111110
2715,United Kingdom,Sweden,9,9,7,2,25,0.08
2716,Switzerland,United Kingdom,13,6,9,4,28,0.14285714285714300
2717,Trinidad and Tobago,United Kingdom,1,0,1,0,2,0.0
2718,Tunisia,United Kingdom,1,1,1,0,3,0.0
2719,Turkey,United Kingdom,6,2,3,3,11,0.2727272727272730
2720,Ukraine,United Kingdom,4,2,1,3,7,0.42857142857142900
2721,United States,United Kingdom,4,1,7,-3,12,-0.25
2722,Uruguay,United Kingdom,5,3,3,2,11,0.18181818181818200
2723,United Kingdom,Wales,41,21,39,2,101,0.019801980198019800
2724,United Kingdom,Yugoslavia,7,5,2,5,14,0.35714285714285700
2725,Botswana,Equatorial Guinea,1,0,0,1,1,1.0
2726,Gabon,Equatorial Guinea,6,3,2,4,11,0.36363636363636400
2727,Equatorial Guinea,Gambia,1,0,0,1,1,1.0
2728,Ghana,Equatorial Guinea,0,0,1,-1,1,-1.0
2729,Guinea-Bissau,Equatorial Guinea,0,0,1,-1,1,-1.0
2730,Equatorial Guinea,Ivory Coast,0,1,1,-1,2,-0.5
2731,Liberia,Equatorial Guinea,2,2,0,2,4,0.5
2732,Equatorial Guinea,Libya,2,1,0,2,3,0.6666666666666670
2733,Madagascar,Equatorial Guinea,3,0,1,2,4,0.5
2734,Mali,Equatorial Guinea,1,0,1,0,2,0.0
2735,Equatorial Guinea,Mauritania,2,0,0,2,2,1.0
2736,Mauritius,Equatorial Guinea,1,0,0,1,1,1.0
2737,Morocco,Equatorial Guinea,4,0,1,3,5,0.6
2738,Niger,Equatorial Guinea,0,1,0,0,1,0.0
2739,Nigeria,Equatorial Guinea,1,0,2,-1,3,-0.3333333333333330
2740,Equatorial Guinea,Rwanda,3,0,0,3,3,1.0
2741,Senegal,Equatorial Guinea,2,0,1,1,3,0.3333333333333330
2742,Equatorial Guinea,Sierra Leone,4,1,1,3,6,0.5
2743,Equatorial Guinea,South Africa,0,1,1,-1,2,-0.5
2744,Equatorial Guinea,South Sudan,2,0,0,2,2,1.0
2745,Equatorial Guinea,Spain,0,0,1,-1,1,-1.0
2746,Sudan,Equatorial Guinea,1,0,0,1,1,1.0
2747,São Tomé and Príncipe,Equatorial Guinea,2,1,0,2,3,0.6666666666666670
2748,Togo,Equatorial Guinea,2,1,0,2,3,0.6666666666666670
2749,Tunisia,Equatorial Guinea,2,1,0,2,3,0.6666666666666670
2750,Equatorial Guinea,Zambia,0,0,1,-1,1,-1.0
2751,Eritrea,Eswatini,0,2,0,0,2,0.0
2752,Eritrea,Kenya,7,0,1,6,8,0.75
2753,Eritrea,Mali,1,0,1,0,2,0.0
2754,Eritrea,Mozambique,2,0,0,2,2,1.0
2755,Eritrea,Nigeria,1,1,0,1,2,0.5
2756,Eritrea,Rwanda,6,2,2,4,10,0.4
2757,Eritrea,Seychelles,2,0,0,2,2,1.0
2758,Eritrea,Somalia,0,1,1,-1,2,-0.5
2759,Eritrea,Sudan,8,3,1,7,12,0.5833333333333330
2760,Eritrea,Tanzania,2,1,1,1,4,0.25
2761,Eritrea,Uganda,2,1,1,1,4,0.25
2762,Eritrea,Zanzibar,0,1,1,-1,2,-0.5
2763,Eritrea,Zimbabwe,2,0,1,1,3,0.3333333333333330
2764,Estonia,Brazil,0,0,1,-1,1,-1.0
2765,Estonia,Canada,2,0,0,2,2,1.0
2766,Estonia,Denmark,0,1,0,0,1,0.0
2767,Estonia,Equatorial Guinea,1,0,0,1,1,1.0
2768,Estonia,Faroe Islands,4,1,2,2,7,0.2857142857142860
2769,Estonia,Finland,16,10,8,8,34,0.23529411764705900
2770,Estonia,Georgia,5,1,0,5,6,0.8333333333333330
2771,Estonia,Germany,3,0,2,1,5,0.2
2772,Estonia,Gibraltar,1,1,3,-2,5,-0.4
2773,Estonia,Greece,1,2,3,-2,6,-0.3333333333333330
2774,Estonia,Hungary,3,1,2,1,6,0.16666666666666700
2775,Estonia,Iceland,3,2,1,2,6,0.3333333333333330
2776,Estonia,Indonesia,1,0,0,1,1,1.0
2777,Estonia,Israel,2,0,1,1,3,0.3333333333333330
2778,Estonia,Italy,3,0,3,0,6,0.0
2779,Estonia,Jordan,1,0,0,1,1,1.0
2780,Estonia,Kazakhstan,0,2,1,-1,3,-0.3333333333333330
2781,Estonia,Kyrgyzstan,1,1,0,1,2,0.5
2782,Estonia,Latvia,21,20,17,4,58,0.06896551724137930
2783,Estonia,Liechtenstein,1,1,3,-2,5,-0.4
2784,Estonia,Lithuania,24,10,23,1,57,0.017543859649122800
2785,Estonia,Luxembourg,1,1,1,0,3,0.0
2786,Estonia,Malta,2,2,2,0,6,0.0
2787,Estonia,Mexico,0,0,1,-1,1,-1.0
2788,Estonia,Moldova,3,1,1,2,5,0.4
2789,Estonia,Montenegro,0,0,1,-1,1,-1.0
2790,Estonia,Morocco,0,0,1,-1,1,-1.0
2791,Estonia,Netherlands,2,1,2,0,5,0.0
2792,Estonia,New Zealand,1,1,0,1,2,0.5
2793,Estonia,North Macedonia,1,1,2,-1,4,-0.25
2794,Estonia,Northern Ireland,3,0,2,1,5,0.2
2795,Estonia,Norway,2,2,3,-1,7,-0.14285714285714300
2796,Estonia,Poland,6,0,2,4,8,0.5
2797,Estonia,Portugal,4,1,3,1,8,0.125
2798,Estonia,Republic of Ireland,1,1,2,-1,4,-0.25
2799,Estonia,Romania,3,0,1,2,4,0.5
2800,Estonia,Russia,3,1,2,1,6,0.16666666666666700
2801,Estonia,Saint Kitts and Nevis,1,1,0,1,2,0.5
2802,Estonia,San Marino,1,1,1,0,3,0.0
2803,Estonia,Saudi Arabia,2,0,0,2,2,1.0
2804,Estonia,Scotland,4,2,2,2,8,0.25
2805,Estonia,Serbia,0,1,2,-2,3,-0.6666666666666670
2806,Estonia,Slovakia,1,0,1,0,2,0.0
2807,Estonia,Slovenia,5,1,3,2,9,0.2222222222222220
2808,Estonia,Spain,1,0,1,0,2,0.0
2809,Estonia,Sweden,8,3,6,2,17,0.11764705882352900
2810,Estonia,Switzerland,2,0,2,0,4,0.0
2811,Estonia,Tajikistan,1,0,0,1,1,1.0
2812,Estonia,Trinidad and Tobago,1,0,0,1,1,1.0
2813,Estonia,Turkey,3,3,2,1,8,0.125
2814,Estonia,Ukraine,2,0,2,0,4,0.0
2815,Estonia,Uruguay,1,0,0,1,1,1.0
2816,Estonia,Uzbekistan,0,2,0,0,2,0.0
2817,Estonia,Wales,1,0,1,0,2,0.0
2818,Comoros,Eswatini,1,1,0,1,2,0.5
2819,Eswatini,Gabon,1,0,1,0,2,0.0
2820,Ghana,Eswatini,1,0,2,-1,3,-0.3333333333333330
2821,Eswatini,Guinea,1,0,1,0,2,0.0
2822,Kenya,Eswatini,4,1,1,3,6,0.5
2823,Eswatini,Lesotho,15,13,9,6,37,0.16216216216216200
2824,Eswatini,Libya,2,0,0,2,2,1.0
